"Cod";"Municipio";"Total";"Algodao";"Arroz";"Feijao";"Mandioca";"Milho";"Soja";"Trigo"
"1700400";"Almas (TO)";"..";"-";"155";"-";"145";"26120";"13600";"-"
"1700707";"Alvorada (TO)";"..";"-";"360";"-";"1200";"12500";"71000";"-"
"1701002";"Ananás (TO)";"..";"-";"76";"3";"1974";"358";"-";"-"
"1701051";"Angico (TO)";"..";"-";"-";"33";"3240";"462";"-";"-"
"1701101";"Aparecida do Rio Negro (TO)";"..";"-";"530";"-";"4240";"2400";"56700";"-"
"1701309";"Aragominas (TO)";"..";"-";"38";"48";"2250";"2040";"-";"-"
"1701903";"Araguacema (TO)";"..";"-";"1397";"27";"2340";"32436";"44929";"-"
"1702000";"Araguaçu (TO)";"..";"-";"400";"-";"2359";"3000";"23450";"-"
"1702109";"Araguaína (TO)";"..";"-";"522";"35";"1980";"5088";"12100";"-"
"1702158";"Araguanã (TO)";"..";"-";"-";"-";"126";"29";"-";"-"
"1702208";"Araguatins (TO)";"..";"-";"240";"125";"2700";"540";"-";"-"
"1702307";"Arapoema (TO)";"..";"-";"33";"15";"400";"1048";"2073";"-"
"1702406";"Arraias (TO)";"..";"-";"345";"-";"125";"1425";"-";"-"
"1702554";"Augustinópolis (TO)";"..";"-";"41";"32";"660";"120";"-";"-"
"1702703";"Aurora do Tocantins (TO)";"..";"-";"9";"-";"75";"305";"-";"-"
"1702901";"Axixá do Tocantins (TO)";"..";"-";"68";"49";"1800";"225";"-";"-"
"1703008";"Babaçulândia (TO)";"..";"-";"118";"72";"6480";"1000";"5940";"-"
"1703057";"Bandeirantes do Tocantins (TO)";"..";"-";"23";"7";"285";"306";"980";"-"
"1703073";"Barra do Ouro (TO)";"..";"-";"493";"30";"1890";"1225";"6342";"-"
"1703107";"Barrolândia (TO)";"..";"-";"287";"-";"280";"582";"-";"-"
"1703206";"Bernardo Sayão (TO)";"..";"-";"15";"6";"600";"234";"-";"-"
"1703305";"Bom Jesus do Tocantins (TO)";"..";"-";"270";"-";"160";"900";"15290";"-"
"1703602";"Brasilândia do Tocantins (TO)";"..";"-";"15";"4";"140";"360";"-";"-"
"1703701";"Brejinho de Nazaré (TO)";"..";"-";"378";"-";"900";"7224";"59220";"-"
"1703800";"Buriti do Tocantins (TO)";"..";"-";"23";"8";"540";"18";"-";"-"
"1703826";"Cachoeirinha (TO)";"..";"-";"112";"10";"2584";"151";"-";"-"
"1703842";"Campos Lindos (TO)";"..";"-";"1250";"905";"3420";"135036";"128790";"-"
"1703867";"Cariri do Tocantins (TO)";"..";"-";"85";"-";"1169";"5610";"45500";"-"
"1703883";"Carmolândia (TO)";"..";"-";"-";"-";"45";"16";"-";"-"
"1703891";"Carrasco Bonito (TO)";"..";"-";"63";"33";"360";"54";"-";"-"
"1703909";"Caseara (TO)";"..";"-";"289";"289";"5000";"54627";"90611";"-"
"1704105";"Centenário (TO)";"..";"-";"108";"-";"800";"1050";"9000";"-"
"1704600";"Chapada de Areia (TO)";"..";"-";"44";"2";"440";"125";"-";"-"
"1705102";"Chapada da Natividade (TO)";"..";"-";"75";"-";"715";"2750";"37400";"-"
"1705508";"Colinas do Tocantins (TO)";"..";"-";"-";"8";"630";"135";"-";"-"
"1705557";"Combinado (TO)";"..";"-";"120";"-";"395";"140";"-";"-"
"1705607";"Conceição do Tocantins (TO)";"..";"-";"90";"-";"240";"425";"-";"-"
"1706001";"Couto Magalhães (TO)";"..";"-";"18";"6";"4000";"2160";"10253";"-"
"1706100";"Cristalândia (TO)";"..";"-";"23450";"14";"2123";"1470";"2941";"-"
"1706258";"Crixás do Tocantins (TO)";"..";"-";"13700";"-";"463";"750";"12700";"-"
"1706506";"Darcinópolis (TO)";"..";"-";"1260";"1200";"3145";"23200";"31320";"-"
"1707009";"Dianópolis (TO)";"..";"-";"60";"-";"4000";"690";"1820";"-"
"1707108";"Divinópolis do Tocantins (TO)";"..";"-";"600";"40";"1440";"9030";"25773";"-"
"1707207";"Dois Irmãos do Tocantins (TO)";"..";"-";"533";"54";"3850";"1400";"7291";"-"
"1707306";"Dueré (TO)";"..";"-";"60025";"2500";"2900";"1680";"9700";"-"
"1707405";"Esperantina (TO)";"..";"-";"150";"69";"400";"180";"-";"-"
"1707553";"Fátima (TO)";"..";"-";"-";"-";"80";"594";"5170";"-"
"1707652";"Figueirópolis (TO)";"..";"-";"24";"-";"1850";"4500";"63000";"-"
"1707702";"Filadélfia (TO)";"..";"-";"9";"3";"800";"105";"-";"-"
"1708205";"Formoso do Araguaia (TO)";"..";"-";"171500";"-";"8500";"4500";"56100";"-"
"1708254";"Fortaleza do Tabocão (TO)";"..";"-";"144";"-";"400";"168";"8680";"-"
"1708304";"Goianorte (TO)";"..";"-";"33";"21";"2260";"2800";"11367";"-"
"1709005";"Goiatins (TO)";"..";"-";"3600";"238";"9450";"25920";"53929";"-"
"1709302";"Guaraí (TO)";"..";"-";"570";"-";"1280";"900";"42230";"-"
"1709500";"Gurupi (TO)";"..";"520";"60";"-";"2805";"1000";"26900";"-"
"1709807";"Ipueiras (TO)";"..";"-";"90";"-";"450";"996";"19584";"-"
"1710508";"Itacajá (TO)";"..";"-";"180";"60";"3100";"2397";"20450";"-"
"1710706";"Itaguatins (TO)";"..";"-";"38";"25";"1170";"63";"-";"-"
"1710904";"Itapiratins (TO)";"..";"-";"27";"6";"1200";"21605";"29700";"-"
"1711100";"Itaporã do Tocantins (TO)";"..";"-";"-";"6";"21";"48";"-";"-"
"1711506";"Jaú do Tocantins (TO)";"..";"-";"100";"7";"1300";"728";"5300";"-"
"1711803";"Juarina (TO)";"..";"-";"13";"12";"300";"180";"-";"-"
"1711902";"Lagoa da Confusão (TO)";"..";"-";"366846";"4344";"817";"22111";"121432";"-"
"1711951";"Lagoa do Tocantins (TO)";"..";"-";"-";"-";"80";"-";"8000";"-"
"1712009";"Lajeado (TO)";"..";"-";"108";"-";"960";"360";"-";"-"
"1712157";"Lavandeira (TO)";"..";"-";"6";"-";"2700";"130";"-";"-"
"1712405";"Lizarda (TO)";"..";"-";"108";"-";"2700";"144";"4500";"-"
"1712454";"Luzinópolis (TO)";"..";"-";"-";"37";"3546";"391";"-";"-"
"1712504";"Marianópolis do Tocantins (TO)";"..";"-";"188";"32";"2900";"21458";"60729";"-"
"1712702";"Mateiros (TO)";"..";"9000";"-";"-";"140";"23160";"120400";"-"
"1712801";"Maurilândia do Tocantins (TO)";"..";"-";"-";"9";"1796";"207";"-";"-"
"1713205";"Miracema do Tocantins (TO)";"..";"-";"160";"-";"2400";"3840";"21000";"-"
"1713304";"Miranorte (TO)";"..";"-";"225";"-";"1600";"480";"22275";"-"
"1713601";"Monte do Carmo (TO)";"..";"-";"300";"-";"112";"12324";"85050";"-"
"1713700";"Monte Santo do Tocantins (TO)";"..";"-";"240";"-";"1160";"120";"1313";"-"
"1713809";"Palmeiras do Tocantins (TO)";"..";"-";"112";"20";"340";"68";"-";"-"
"1713957";"Muricilândia (TO)";"..";"-";"1";"-";"60";"27";"3024";"-"
"1714203";"Natividade (TO)";"..";"-";"80";"-";"325";"575";"4350";"-"
"1714302";"Nazaré (TO)";"..";"-";"24";"9";"2595";"130";"-";"-"
"1714880";"Nova Olinda (TO)";"..";"-";"25";"42";"2020";"530";"564";"-"
"1715002";"Nova Rosalândia (TO)";"..";"-";"680";"253";"495";"10127";"9588";"-"
"1715101";"Novo Acordo (TO)";"..";"-";"-";"-";"650";"180";"8820";"-"
"1715150";"Novo Alegre (TO)";"..";"-";"90";"-";"186";"156";"-";"-"
"1715259";"Novo Jardim (TO)";"..";"-";"10";"-";"1120";"285";"-";"-"
"1715507";"Oliveira de Fátima (TO)";"..";"-";"-";"-";"68";"210";"4968";"-"
"1715705";"Palmeirante (TO)";"..";"-";"160";"91";"3240";"5940";"25000";"-"
"1715754";"Palmeirópolis (TO)";"..";"-";"70";"-";"1015";"3800";"6500";"-"
"1716109";"Paraíso do Tocantins (TO)";"..";"-";"250";"3";"438";"890";"1867";"-"
"1716208";"Paranã (TO)";"..";"-";"300";"32";"1850";"760";"-";"-"
"1716307";"Pau D'Arco (TO)";"..";"-";"23";"15";"600";"144";"-";"-"
"1716505";"Pedro Afonso (TO)";"..";"-";"3240";"-";"320";"1462";"42432";"-"
"1716604";"Peixe (TO)";"..";"-";"4000";"520";"3800";"12800";"148890";"-"
"1716653";"Pequizeiro (TO)";"..";"-";"135";"15";"2200";"3682";"432";"-"
"1716703";"Colméia (TO)";"..";"-";"-";"6";"710";"150";"-";"-"
"1717008";"Pindorama do Tocantins (TO)";"..";"-";"375";"-";"280";"175";"1110";"-"
"1717206";"Piraquê (TO)";"..";"-";"96";"24";"2052";"2109";"3875";"-"
"1717503";"Pium (TO)";"..";"-";"10125";"2825";"4086";"14500";"31195";"-"
"1717800";"Ponte Alta do Bom Jesus (TO)";"..";"-";"125";"-";"1210";"310";"-";"-"
"1717909";"Ponte Alta do Tocantins (TO)";"..";"-";"300";"135";"2450";"360";"-";"-"
"1718006";"Porto Alegre do Tocantins (TO)";"..";"-";"56";"-";"326";"160";"-";"-"
"1718204";"Porto Nacional (TO)";"..";"-";"-";"87";"1440";"62654";"118900";"-"
"1718303";"Praia Norte (TO)";"..";"-";"41";"31";"2700";"36";"-";"-"
"1718402";"Presidente Kennedy (TO)";"..";"-";"16";"12";"252";"490";"1400";"-"
"1718451";"Pugmil (TO)";"..";"-";"175";"7";"1300";"3419";"6585";"-"
"1718501";"Recursolândia (TO)";"..";"-";"3240";"-";"400";"180";"-";"-"
"1718550";"Riachinho (TO)";"..";"-";"-";"20";"1560";"90";"-";"-"
"1718659";"Rio da Conceição (TO)";"..";"-";"20";"-";"114";"24";"-";"-"
"1718709";"Rio dos Bois (TO)";"..";"-";"168";"-";"320";"180";"28050";"-"
"1718758";"Rio Sono (TO)";"..";"-";"168";"-";"800";"180";"2700";"-"
"1718808";"Sampaio (TO)";"..";"-";"45";"28";"720";"36";"-";"-"
"1718840";"Sandolândia (TO)";"..";"-";"72";"-";"1940";"525";"1240";"-"
"1718865";"Santa Fé do Araguaia (TO)";"..";"-";"-";"-";"66";"29778";"22140";"-"
"1718881";"Santa Maria do Tocantins (TO)";"..";"-";"288";"-";"800";"805";"9430";"-"
"1718899";"Santa Rita do Tocantins (TO)";"..";"-";"15000";"-";"85";"3450";"29000";"-"
"1718907";"Santa Rosa do Tocantins (TO)";"..";"-";"195";"172";"426";"21725";"103680";"-"
"1719004";"Santa Tereza do Tocantins (TO)";"..";"-";"-";"-";"45";"144";"-";"-"
"1720002";"Santa Terezinha do Tocantins (TO)";"..";"-";"28";"8";"100";"150";"-";"-"
"1720101";"São Bento do Tocantins (TO)";"..";"-";"-";"21";"5400";"1277";"1800";"-"
"1720150";"São Félix do Tocantins (TO)";"..";"-";"-";"-";"140";"29";"-";"-"
"1720200";"São Miguel do Tocantins (TO)";"..";"-";"22";"17";"540";"36";"-";"-"
"1720259";"São Salvador do Tocantins (TO)";"..";"-";"32";"14";"1100";"241";"-";"-"
"1720309";"São Sebastião do Tocantins (TO)";"..";"-";"33";"10";"180";"54";"-";"-"
"1720499";"São Valério (TO)";"..";"-";"45";"62";"1850";"2600";"45000";"-"
"1720655";"Silvanópolis (TO)";"..";"-";"92";"-";"90";"23370";"59040";"-"
"1720804";"Sítio Novo do Tocantins (TO)";"..";"-";"60";"15";"450";"45";"-";"-"
"1720853";"Sucupira (TO)";"..";"3000";"58";"-";"1050";"5550";"36630";"-"
"1720903";"Taguatinga (TO)";"..";"-";"188";"-";"6840";"51000";"-";"-"
"1720937";"Taipas do Tocantins (TO)";"..";"-";"11";"-";"124";"104";"-";"-"
"1720978";"Talismã (TO)";"..";"-";"350";"-";"1041";"2800";"44000";"-"
"1721000";"Palmas (TO)";"..";"-";"59";"23";"6708";"48266";"31703";"-"
"1721109";"Tocantínia (TO)";"..";"-";"112";"-";"240";"1440";"8940";"-"
"1721208";"Tocantinópolis (TO)";"..";"-";"-";"7";"560";"-";"-";"-"
"1721257";"Tupirama (TO)";"..";"-";"160";"-";"160";"450";"13520";"-"
"1721307";"Tupiratins (TO)";"..";"-";"12";"5";"840";"2526";"2520";"-"
"1722081";"Wanderlândia (TO)";"..";"-";"100";"44";"13720";"11016";"1450";"-"
"1722107";"Xambioá (TO)";"..";"-";"2";"16";"9000";"100";"-";"-"
"2100055";"Açailândia (MA)";"..";"-";"143";"76";"340";"30840";"75600";"-"
"2100105";"Afonso Cunha (MA)";"..";"-";"299";"18";"360";"145";"16800";"-"
"2100154";"Água Doce do Maranhão (MA)";"..";"-";"-";"189";"12248";"496";"-";"-"
"2100204";"Alcântara (MA)";"..";"-";"176";"68";"9860";"102";"-";"-"
"2100303";"Aldeias Altas (MA)";"..";"-";"1157";"27";"864";"490";"-";"-"
"2100402";"Altamira do Maranhão (MA)";"..";"-";"490";"353";"3870";"600";"-";"-"
"2100436";"Alto Alegre do Maranhão (MA)";"..";"-";"363";"22";"200";"331";"-";"-"
"2100477";"Alto Alegre do Pindaré (MA)";"..";"-";"923";"163";"12443";"974";"-";"-"
"2100501";"Alto Parnaíba (MA)";"..";"6671";"600";"1159";"2246";"63583";"126082";"-"
"2100550";"Amapá do Maranhão (MA)";"..";"-";"111";"99";"7332";"270";"-";"-"
"2100600";"Amarante do Maranhão (MA)";"..";"-";"1805";"102";"504";"3483";"-";"-"
"2100709";"Anajatuba (MA)";"..";"-";"268";"15";"7440";"141";"-";"-"
"2100808";"Anapurus (MA)";"..";"-";"510";"176";"9350";"5360";"23760";"-"
"2100832";"Apicum-Açu (MA)";"..";"-";"9";"5";"3126";"71";"-";"-"
"2100873";"Araguanã (MA)";"..";"-";"417";"95";"3578";"330";"-";"-"
"2100907";"Araioses (MA)";"..";"-";"265";"857";"21050";"961";"-";"-"
"2100956";"Arame (MA)";"..";"-";"1550";"106";"11700";"13728";"-";"-"
"2101004";"Arari (MA)";"..";"-";"9195";"77";"2160";"290";"-";"-"
"2101103";"Axixá (MA)";"..";"-";"11";"15";"3609";"126";"-";"-"
"2101202";"Bacabal (MA)";"..";"-";"594";"986";"21600";"1440";"-";"-"
"2101251";"Bacabeira (MA)";"..";"-";"50";"21";"2596";"141";"-";"-"
"2101301";"Bacuri (MA)";"..";"-";"16";"15";"3165";"340";"-";"-"
"2101350";"Bacurituba (MA)";"..";"-";"16";"13";"2560";"29";"-";"-"
"2101400";"Balsas (MA)";"..";"30724";"1782";"8053";"3756";"447771";"505289";"-"
"2101509";"Barão de Grajaú (MA)";"..";"-";"1745";"119";"508";"1091";"-";"-"
"2101608";"Barra do Corda (MA)";"..";"-";"5659";"1107";"4648";"2841";"-";"-"
"2101707";"Barreirinhas (MA)";"..";"-";"989";"158";"45360";"910";"-";"-"
"2101731";"Belágua (MA)";"..";"-";"298";"220";"9350";"185";"-";"-"
"2101772";"Bela Vista do Maranhão (MA)";"..";"-";"225";"78";"1176";"109";"-";"-"
"2101806";"Benedito Leite (MA)";"..";"-";"945";"115";"261";"682";"8029";"-"
"2101905";"Bequimão (MA)";"..";"-";"307";"139";"13054";"784";"-";"-"
"2101939";"Bernardo do Mearim (MA)";"..";"-";"1010";"162";"1550";"835";"-";"-"
"2101970";"Boa Vista do Gurupi (MA)";"..";"-";"14";"81";"752";"65";"-";"-"
"2102002";"Bom Jardim (MA)";"..";"-";"2636";"293";"13993";"16640";"15780";"-"
"2102036";"Bom Jesus das Selvas (MA)";"..";"-";"1693";"40";"1600";"23920";"5400";"-"
"2102077";"Bom Lugar (MA)";"..";"-";"851";"131";"550";"473";"-";"-"
"2102101";"Brejo (MA)";"..";"-";"533";"189";"6187";"3062";"78352";"-"
"2102150";"Brejo de Areia (MA)";"..";"-";"840";"80";"428";"240";"-";"-"
"2102200";"Buriti (MA)";"..";"-";"581";"223";"7837";"2898";"43400";"-"
"2102309";"Buriti Bravo (MA)";"..";"-";"1517";"202";"1142";"2400";"5220";"-"
"2102325";"Buriticupu (MA)";"..";"-";"1010";"540";"13862";"13950";"45560";"-"
"2102358";"Buritirana (MA)";"..";"-";"15";"27";"498";"200";"-";"-"
"2102374";"Cachoeira Grande (MA)";"..";"-";"31";"17";"19922";"113";"-";"-"
"2102408";"Cajapió (MA)";"..";"-";"9";"6";"4140";"18";"-";"-"
"2102507";"Cajari (MA)";"..";"-";"750";"7";"4000";"116";"-";"-"
"2102556";"Campestre do Maranhão (MA)";"..";"-";"46";"13";"165";"6200";"-";"-"
"2102606";"Cândido Mendes (MA)";"..";"-";"152";"182";"9952";"308";"-";"-"
"2102705";"Cantanhede (MA)";"..";"-";"1372";"381";"17600";"618";"-";"-"
"2102754";"Capinzal do Norte (MA)";"..";"-";"1005";"123";"518";"1036";"-";"-"
"2102804";"Carolina (MA)";"..";"-";"1372";"281";"2978";"75328";"67500";"-"
"2102903";"Carutapera (MA)";"..";"-";"118";"110";"21675";"148";"-";"-"
"2103000";"Caxias (MA)";"..";"-";"2628";"274";"1568";"410";"9945";"-"
"2103109";"Cedral (MA)";"..";"-";"9";"28";"3460";"80";"-";"-"
"2103125";"Central do Maranhão (MA)";"..";"-";"99";"56";"2985";"70";"-";"-"
"2103158";"Centro do Guilherme (MA)";"..";"-";"586";"111";"10698";"711";"-";"-"
"2103174";"Centro Novo do Maranhão (MA)";"..";"-";"294";"136";"10796";"1005";"-";"-"
"2103208";"Chapadinha (MA)";"..";"-";"871";"300";"12375";"525";"12350";"-"
"2103257";"Cidelândia (MA)";"..";"-";"30";"20";"144";"1989";"261";"-"
"2103307";"Codó (MA)";"..";"-";"2100";"119";"12210";"2607";"-";"-"
"2103406";"Coelho Neto (MA)";"..";"-";"792";"45";"880";"358";"-";"-"
"2103505";"Colinas (MA)";"..";"-";"6324";"420";"304";"15750";"8332";"-"
"2103554";"Conceição do Lago-Açu (MA)";"..";"-";"90";"156";"684";"48";"-";"-"
"2103604";"Coroatá (MA)";"..";"-";"2232";"104";"1400";"895";"-";"-"
"2103703";"Cururupu (MA)";"..";"-";"8";"14";"3769";"44";"-";"-"
"2103752";"Davinópolis (MA)";"..";"-";"39";"31";"109";"775";"-";"-"
"2103802";"Dom Pedro (MA)";"..";"-";"249";"71";"707";"1833";"-";"-"
"2103901";"Duque Bacelar (MA)";"..";"-";"675";"15";"672";"265";"-";"-"
"2104008";"Esperantinópolis (MA)";"..";"-";"1385";"216";"535";"1271";"-";"-"
"2104057";"Estreito (MA)";"..";"-";"215";"16";"216";"3510";"168";"-"
"2104073";"Feira Nova do Maranhão (MA)";"..";"-";"653";"224";"2911";"8410";"774";"-"
"2104081";"Fernando Falcão (MA)";"..";"-";"924";"134";"8800";"1214";"-";"-"
"2104099";"Formosa da Serra Negra (MA)";"..";"-";"1572";"53";"1845";"8204";"-";"-"
"2104107";"Fortaleza dos Nogueiras (MA)";"..";"-";"2431";"46";"3663";"12520";"34500";"-"
"2104206";"Fortuna (MA)";"..";"-";"986";"175";"1530";"5796";"-";"-"
"2104305";"Godofredo Viana (MA)";"..";"-";"53";"93";"10008";"70";"-";"-"
"2104404";"Gonçalves Dias (MA)";"..";"-";"337";"139";"385";"860";"-";"-"
"2104503";"Governador Archer (MA)";"..";"-";"54";"79";"421";"331";"-";"-"
"2104552";"Governador Edison Lobão (MA)";"..";"-";"22";"13";"144";"238";"-";"-"
"2104602";"Governador Eugênio Barros (MA)";"..";"-";"112";"133";"737";"3732";"2445";"-"
"2104628";"Governador Luiz Rocha (MA)";"..";"-";"832";"141";"679";"6400";"1220";"-"
"2104651";"Governador Newton Bello (MA)";"..";"-";"460";"94";"5810";"281";"-";"-"
"2104677";"Governador Nunes Freire (MA)";"..";"-";"119";"110";"11470";"446";"-";"-"
"2104701";"Graça Aranha (MA)";"..";"-";"292";"66";"1820";"1109";"-";"-"
"2104800";"Grajaú (MA)";"..";"-";"12000";"331";"4257";"24700";"36000";"-"
"2104909";"Guimarães (MA)";"..";"-";"91";"26";"4682";"150";"-";"-"
"2105005";"Humberto de Campos (MA)";"..";"-";"5";"28";"6561";"68";"-";"-"
"2105104";"Icatu (MA)";"..";"-";"6";"18";"27535";"101";"-";"-"
"2105153";"Igarapé do Meio (MA)";"..";"-";"315";"53";"1830";"166";"-";"-"
"2105203";"Igarapé Grande (MA)";"..";"-";"1472";"166";"914";"1358";"-";"-"
"2105302";"Imperatriz (MA)";"..";"-";"70";"38";"91";"171";"-";"-"
"2105351";"Itaipava do Grajaú (MA)";"..";"-";"355";"143";"594";"796";"-";"-"
"2105401";"Itapecuru Mirim (MA)";"..";"-";"1025";"164";"29280";"538";"-";"-"
"2105427";"Itinga do Maranhão (MA)";"..";"-";"128";"33";"280";"17707";"35604";"-"
"2105450";"Jatobá (MA)";"..";"-";"977";"321";"1896";"5040";"1311";"-"
"2105476";"Jenipapo dos Vieiras (MA)";"..";"-";"1305";"163";"999";"1452";"-";"-"
"2105500";"João Lisboa (MA)";"..";"-";"49";"28";"284";"1120";"-";"-"
"2105609";"Joselândia (MA)";"..";"-";"515";"75";"544";"385";"-";"-"
"2105658";"Junco do Maranhão (MA)";"..";"-";"114";"70";"3712";"91";"-";"-"
"2105708";"Lago da Pedra (MA)";"..";"-";"1638";"528";"6120";"6450";"-";"-"
"2105807";"Lago do Junco (MA)";"..";"-";"1099";"153";"1023";"875";"-";"-"
"2105906";"Lago Verde (MA)";"..";"-";"135";"170";"371";"48";"-";"-"
"2105922";"Lagoa do Mato (MA)";"..";"-";"2473";"66";"760";"5755";"3150";"-"
"2105948";"Lago dos Rodrigues (MA)";"..";"-";"1050";"137";"1765";"846";"-";"-"
"2105963";"Lagoa Grande do Maranhão (MA)";"..";"-";"578";"51";"60";"1246";"-";"-"
"2105989";"Lajeado Novo (MA)";"..";"-";"23";"5";"137";"533";"576";"-"
"2106003";"Lima Campos (MA)";"..";"-";"1110";"72";"449";"707";"-";"-"
"2106102";"Loreto (MA)";"..";"-";"1920";"1246";"2502";"45269";"94387";"-"
"2106201";"Luís Domingues (MA)";"..";"-";"197";"48";"4176";"60";"-";"-"
"2106300";"Magalhães de Almeida (MA)";"..";"-";"182";"216";"9273";"1490";"13389";"-"
"2106326";"Maracaçumé (MA)";"..";"-";"139";"181";"12376";"168";"-";"-"
"2106359";"Marajá do Sena (MA)";"..";"-";"675";"143";"300";"5724";"-";"-"
"2106375";"Maranhãozinho (MA)";"..";"-";"393";"240";"24559";"467";"-";"-"
"2106409";"Mata Roma (MA)";"..";"-";"493";"151";"9075";"2606";"28476";"-"
"2106508";"Matinha (MA)";"..";"-";"120";"25";"6075";"324";"-";"-"
"2106607";"Matões (MA)";"..";"-";"1948";"356";"5039";"847";"-";"-"
"2106631";"Matões do Norte (MA)";"..";"-";"2039";"142";"7200";"636";"-";"-"
"2106672";"Milagres do Maranhão (MA)";"..";"-";"263";"133";"3712";"286";"11863";"-"
"2106706";"Mirador (MA)";"..";"-";"2592";"229";"2890";"8745";"35515";"-"
"2106755";"Miranda do Norte (MA)";"..";"-";"310";"122";"2180";"447";"-";"-"
"2106805";"Mirinzal (MA)";"..";"-";"114";"29";"5100";"412";"-";"-"
"2106904";"Monção (MA)";"..";"-";"1520";"226";"7712";"628";"-";"-"
"2107001";"Montes Altos (MA)";"..";"-";"102";"25";"67";"340";"-";"-"
"2107100";"Morros (MA)";"..";"-";"14";"21";"24725";"90";"-";"-"
"2107209";"Nina Rodrigues (MA)";"..";"-";"405";"55";"21586";"397";"-";"-"
"2107258";"Nova Colinas (MA)";"..";"-";"239";"177";"2591";"6612";"13805";"-"
"2107308";"Nova Iorque (MA)";"..";"-";"1341";"89";"213";"1122";"1804";"-"
"2107357";"Nova Olinda do Maranhão (MA)";"..";"-";"309";"260";"26946";"604";"-";"-"
"2107407";"Olho d'Água das Cunhãs (MA)";"..";"-";"99";"161";"1080";"187";"-";"-"
"2107456";"Olinda Nova do Maranhão (MA)";"..";"-";"89";"8";"3594";"312";"-";"-"
"2107506";"Paço do Lumiar (MA)";"..";"-";"-";"14";"49";"-";"-";"-"
"2107605";"Palmeirândia (MA)";"..";"-";"316";"66";"12629";"718";"-";"-"
"2107704";"Paraibano (MA)";"..";"-";"6302";"151";"318";"8230";"520";"-"
"2107803";"Parnarama (MA)";"..";"-";"1710";"462";"3913";"3360";"17259";"-"
"2107902";"Passagem Franca (MA)";"..";"-";"1485";"163";"630";"3750";"-";"-"
"2108009";"Pastos Bons (MA)";"..";"-";"7526";"173";"405";"9103";"16068";"-"
"2108058";"Paulino Neves (MA)";"..";"-";"193";"131";"21487";"404";"-";"-"
"2108108";"Paulo Ramos (MA)";"..";"-";"2376";"300";"450";"2400";"-";"-"
"2108207";"Pedreiras (MA)";"..";"-";"1330";"131";"849";"1281";"-";"-"
"2108256";"Pedro do Rosário (MA)";"..";"-";"180";"5";"7752";"550";"-";"-"
"2108306";"Penalva (MA)";"..";"-";"428";"60";"8253";"662";"-";"-"
"2108405";"Peri Mirim (MA)";"..";"-";"134";"14";"6165";"247";"-";"-"
"2108454";"Peritoró (MA)";"..";"-";"931";"46";"864";"378";"-";"-"
"2108504";"Pindaré-Mirim (MA)";"..";"-";"649";"40";"1348";"80";"-";"-"
"2108603";"Pinheiro (MA)";"..";"-";"476";"54";"26575";"658";"-";"-"
"2108702";"Pio XII (MA)";"..";"-";"285";"185";"2475";"422";"-";"-"
"2108801";"Pirapemas (MA)";"..";"-";"745";"269";"19605";"336";"-";"-"
"2108900";"Poção de Pedras (MA)";"..";"-";"1488";"238";"601";"912";"-";"-"
"2109007";"Porto Franco (MA)";"..";"-";"23";"14";"262";"4519";"-";"-"
"2109056";"Porto Rico do Maranhão (MA)";"..";"-";"11";"13";"5533";"43";"-";"-"
"2109106";"Presidente Dutra (MA)";"..";"-";"360";"181";"228";"2611";"-";"-"
"2109205";"Presidente Juscelino (MA)";"..";"-";"18";"6";"18063";"23";"-";"-"
"2109239";"Presidente Médici (MA)";"..";"-";"120";"62";"4817";"72";"-";"-"
"2109270";"Presidente Sarney (MA)";"..";"-";"183";"28";"14434";"729";"-";"-"
"2109304";"Presidente Vargas (MA)";"..";"-";"574";"31";"19856";"228";"-";"-"
"2109403";"Primeira Cruz (MA)";"..";"-";"5";"21";"6650";"41";"-";"-"
"2109452";"Raposa (MA)";"..";"-";"-";"-";"25";"-";"-";"-"
"2109502";"Riachão (MA)";"..";"-";"2033";"1396";"2651";"91791";"130828";"-"
"2109551";"Ribamar Fiquene (MA)";"..";"-";"20";"12";"144";"456";"-";"-"
"2109601";"Rosário (MA)";"..";"-";"96";"22";"10920";"96";"-";"-"
"2109700";"Sambaíba (MA)";"..";"-";"1796";"1043";"1351";"43814";"155102";"-"
